key_date,day,month,year,key_season
1448,2018-12-16,2018-12,2018,9
1449,2018-12-17,2018-12,2018,9
1450,2018-12-21,2018-12,2018,9
1451,2018-12-22,2018-12,2018,9
1452,2018-12-23,2018-12,2018,9
1453,2019-01-03,2019-01,2019,9
1454,2019-01-04,2019-01,2019,9
1455,2019-01-05,2019-01,2019,9
1456,2019-01-06,2019-01,2019,9
1457,2019-01-07,2019-01,2019,9
1458,2019-01-11,2019-01,2019,9
1459,2019-01-12,2019-01,2019,9
1460,2019-01-13,2019-01,2019,9
1461,2019-01-14,2019-01,2019,9
1462,2019-01-18,2019-01,2019,9
1463,2019-01-19,2019-01,2019,9
1464,2019-01-20,2019-01,2019,9
1465,2019-01-21,2019-01,2019,9
1466,2019-01-26,2019-01,2019,9
1467,2019-01-27,2019-01,2019,9
1468,2019-01-28,2019-01,2019,9
1469,2019-02-01,2019-02,2019,9
1470,2019-02-02,2019-02,2019,9
1471,2019-02-03,2019-02,2019,9
1472,2019-02-04,2019-02,2019,9
1473,2019-02-08,2019-02,2019,9
1474,2019-02-09,2019-02,2019,9
1475,2019-02-10,2019-02,2019,9
1476,2019-02-11,2019-02,2019,9
1477,2019-02-15,2019-02,2019,9
1478,2019-02-16,2019-02,2019,9
1479,2019-02-17,2019-02,2019,9
1480,2019-02-18,2019-02,2019,9
1481,2019-02-22,2019-02,2019,9
1482,2019-02-23,2019-02,2019,9
1483,2019-02-24,2019-02,2019,9
1484,2019-02-25,2019-02,2019,9
1485,2019-03-01,2019-03,2019,9
1486,2019-03-02,2019-03,2019,9
1487,2019-03-03,2019-03,2019,9
1488,2019-03-04,2019-03,2019,9
1489,2019-03-08,2019-03,2019,9
1490,2019-03-09,2019-03,2019,9
1491,2019-03-10,2019-03,2019,9
1492,2019-03-15,2019-03,2019,9
1493,2019-03-16,2019-03,2019,9
1494,2019-03-17,2019-03,2019,9
1495,2019-03-29,2019-03,2019,9
1496,2019-03-30,2019-03,2019,9
1497,2019-03-31,2019-03,2019,9
1498,2019-04-02,2019-04,2019,9
1499,2019-04-03,2019-04,2019,9
1500,2019-04-04,2019-04,2019,9
1501,2019-04-06,2019-04,2019,9
1502,2019-04-07,2019-04,2019,9
1503,2019-04-13,2019-04,2019,9
1504,2019-04-14,2019-04,2019,9
1505,2019-04-15,2019-04,2019,9
1506,2019-04-19,2019-04,2019,9
1507,2019-04-20,2019-04,2019,9
1508,2019-04-21,2019-04,2019,9
1509,2019-04-23,2019-04,2019,9
1510,2019-04-24,2019-04,2019,9
1511,2019-04-25,2019-04,2019,9
1512,2019-04-27,2019-04,2019,9
1513,2019-04-28,2019-04,2019,9
1514,2019-04-29,2019-04,2019,9
1515,2019-05-03,2019-05,2019,9
1516,2019-05-04,2019-05,2019,9
1517,2019-05-05,2019-05,2019,9
1518,2019-05-12,2019-05,2019,9
1519,2018-08-10,2018-08,2018,9
1520,2018-08-11,2018-08,2018,9
1521,2018-08-12,2018-08,2018,9
1522,2018-10-29,2018-10,2018,9
1523,2018-12-04,2018-12,2018,9
1524,2018-12-05,2018-12,2018,9
1525,2018-12-26,2018-12,2018,9
1526,2018-12-27,2018-12,2018,9
1527,2018-12-29,2018-12,2018,9
1528,2018-12-30,2018-12,2018,9
1529,2019-01-01,2019-01,2019,9
1530,2019-01-02,2019-01,2019,9
1531,2019-01-29,2019-01,2019,9
1532,2019-01-30,2019-01,2019,9
1533,2019-02-06,2019-02,2019,9
1534,2019-02-26,2019-02,2019,9
1535,2019-02-27,2019-02,2019,9
1536,2019-04-16,2019-04,2019,9
1537,2019-04-01,2019-04,2019,9
1538,2019-04-05,2019-04,2019,9
1539,2019-04-08,2019-04,2019,9
1540,2019-04-12,2019-04,2019,9
1541,2019-04-22,2019-04,2019,9
1542,2019-04-26,2019-04,2019,9
1543,2019-05-06,2019-05,2019,9
1544,2018-11-02,2018-11,2018,9
1545,2018-12-19,2018-12,2018,9
1546,2018-12-18,2018-12,2018,9
1547,2019-01-25,2019-01,2019,9
1548,2019-03-11,2019-03,2019,9
1549,2019-05-11,2019-05,2019,9
1550,2019-01-15,2019-01,2019,9
1551,2019-01-16,2019-01,2019,9
1552,2019-02-20,2019-02,2019,9
1553,2019-01-08,2019-01,2019,9
1554,2019-02-05,2019-02,2019,9
1555,2019-03-12,2019-03,2019,9
1556,2019-01-23,2019-01,2019,9
1557,2019-02-13,2019-02,2019,9
1558,2019-03-05,2019-03,2019,9
1559,2019-04-09,2019-04,2019,9
1560,2019-04-17,2019-04,2019,9
1561,2019-04-30,2019-04,2019,9
1562,2019-05-01,2019-05,2019,9
1563,2019-05-10,2019-05,2019,9
1564,2018-09-19,2018-09,2018,9
1565,2018-10-31,2018-10,2018,9
1566,2019-02-07,2019-02,2019,9
